異動,藥品代號,藥品英文名稱,藥品中文名稱,成分,規格量,規格單位,單複方,支付價,有效起日,有效迄日,藥商,製造廠名稱,劑型,藥品分類,分類分組名稱,ATC代碼,給付規定章節,藥品代碼超連結,給付規定章節連結
Y,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,23.50,1040601,1050331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,22.30,1050401,1060331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,20.20,1060401,1070430,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,17.60,1070501,1080331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,15.80,1080401,1090930,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,14.60,1091001,1101231,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,13.40,1110101,1120331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,11.50,1120401,1140331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,10.30,1140401,1150331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57802100,Roty F.C. Tablets 10mg,諾脂替膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,9.20,1150401,9991231,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057802,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,21.80,1040601,1050331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,20.20,1050401,1060331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,17.50,1060401,1070430,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,14.50,1070501,1080331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,12.60,1080401,1090930,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,11.40,1091001,1101231,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,9.60,1110101,1120331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,7.90,1120401,1140331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,6.90,1140401,9991231,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57880100,Ropicin F.C. Tablets 10mg,柔脂清膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,23.50,1050201,1050331,新瑞生物科技股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057880,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57880100,Ropicin F.C. Tablets 10mg,柔脂清膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,22.50,1050401,1060331,新瑞生物科技股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057880,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57880100,Ropicin F.C. Tablets 10mg,柔脂清膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,20.40,1060401,1070430,新瑞生物科技股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057880,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57880100,Ropicin F.C. Tablets 10mg,柔脂清膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,17.80,1070501,1080331,新瑞生物科技股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057880,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57880100,Ropicin F.C. Tablets 10mg,柔脂清膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,15.90,1080401,1090930,新瑞生物科技股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057880,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57880100,Ropicin F.C. Tablets 10mg,柔脂清膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,14.70,1091001,1101231,新瑞生物科技股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057880,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA57880100,Ropicin F.C. Tablets 10mg,柔脂清膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,13.40,1110101,1110630,新瑞生物科技股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057880,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,21.60,1031201,1040331,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,一般學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,19.60,1040401,1040630,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,一般學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57843100,Roty F.C. Tablets 5mg,諾脂替膜衣錠5毫克,ROSUVASTATIN CALCIUM 5 MG,,,單方,0.00,1040701,9991231,中國化學製藥股份有限公司新豐工廠,中國化學製藥股份有限公司新豐工廠,膜衣錠,一般學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 5.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
Y,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,23.40,1040201,1040331,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,21.60,1040401,1050331,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,20.60,1050401,1060331,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,18.80,1060401,1070430,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,16.60,1070501,1080331,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,15.00,1080401,1090930,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,13.90,1091001,1101231,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,13.40,1110101,1120331,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,11.50,1120401,1140331,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,10.30,1140401,1150331,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57940100,"Rosulator F.C. Tablets 10mg ""S.C.""","""十全""利降脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,9.20,1150401,9991231,十全實業股份有限公司,十全實業股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057940,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA58282100,"Rostatin F.C. Tablets 10mg ""Standard""","""生達""立脂寧膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,13.40,1110101,1110430,生達化學製藥股份有限公司二廠,生達化學製藥股份有限公司二廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51058282,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AA58282100,"Rostatin F.C. Tablets 10mg ""Standard""","""生達""立脂寧膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,0.00,1110501,9991231,生達化學製藥股份有限公司二廠,生達化學製藥股份有限公司二廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51058282,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,A057194100,Rozinin F.C. Tablets 10mg,絡益達膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,22.40,1010901,1020131,瑞士藥廠股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057194,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,A057194100,Rozinin F.C. Tablets 10mg,絡益達膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,0.00,1020201,9991231,瑞士藥廠股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057194,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,A057809100,"Rolipostatin 10mg F.C. Tablets ""Macro""","""瑪科隆""低妥脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,22.40,1020801,1030430,盛雲藥品股份有限公司,羅得化學製藥股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057809,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,A057809100,"Rolipostatin 10mg F.C. Tablets ""Macro""","""瑪科隆""低妥脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,21.30,1030501,1040331,盛雲藥品股份有限公司,羅得化學製藥股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057809,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,A057809100,"Rolipostatin 10mg F.C. Tablets ""Macro""","""瑪科隆""低妥脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,19.60,1040401,1040630,盛雲藥品股份有限公司,羅得化學製藥股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057809,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,A057809100,"Rolipostatin 10mg F.C. Tablets ""Macro""","""瑪科隆""低妥脂膜衣錠10毫克",ROSUVASTATIN CALCIUM 10 MG,,,單方,0.00,1040701,9991231,盛雲藥品股份有限公司,羅得化學製藥股份有限公司,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057809,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AB57194100,Rozinin F.C. Tablets 10mg,絡益達膜衣錠10毫克,ROSUVASTATIN CALCIUM 10 MG,,,單方,10.30,1140401,1150331,瑞士藥廠股份有限公司,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"ROSUVASTATIN , 一般錠劑膠囊劑 , 10.00 MG",C10AA07,2.6.1.,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=01057194,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
